route,replicate,bootstrap_loss,lnA1,Ea1_over_R,order_H2O2,order_TBCL,Ea1_kJ_mol,R2_H2O2,RMSE_H2O2,R2_TBCL,RMSE_TBCL,R2_TBHP,RMSE_TBHP
tbhp_bzcl,1,0.004241093993186951,-10.036023139953613,1126.3751220703125,2.2234814167022705,1.107952356338501,9.364682764892578,0.9994710271360375,0.03886099938631623,0.9984891443520643,0.03886047513786509,0.9877001871497675,0.03886055602237325
tbhp_bzcl,2,0.004142854828387499,-10.034852027893066,1126.374267578125,2.2329843044281006,1.1021825075149536,9.364675660644531,0.9994478332101755,0.03970382948189995,0.9984228922018349,0.03970336474243421,0.9871608497459472,0.03970341898675322
tbhp_bzcl,3,0.004884497728198767,-10.034980773925781,1126.3704833984375,2.228102445602417,1.1089487075805664,9.36464419897461,0.999456918734499,0.03937582626544933,0.9984487723623853,0.03937625347991931,0.9873715871882166,0.039376231306271936
tbhp_bzcl,4,0.004491069354116917,-10.03480339050293,1126.37109375,2.228581190109253,1.1103196144104004,9.3646492734375,0.9994519674241126,0.03955491509438951,0.9984346515194954,0.03955506813693832,0.9872565744592465,0.039555134357088406
tbhp_bzcl,5,0.004505031276494265,-10.037633895874023,1126.3763427734375,2.2226853370666504,1.1195306777954102,9.36469291381836,0.9994628652554124,0.03915965693528872,0.9984658130733945,0.03915937600107643,0.9875102559775484,0.039159445863211684
