route,parameter,fixed_value,delta_from_fit,loss
tbpb_benzaldehyde,cat_order_1,2.2188541889190674,-0.7396180629730225,0.9702342748641968
tbpb_benzaldehyde,cat_order_1,2.5886632204055786,-0.36980903148651123,0.33152690529823303
tbpb_benzaldehyde,cat_order_1,2.95847225189209,0.0,0.11205492168664932
tbpb_benzaldehyde,cat_order_1,3.328281283378601,0.36980903148651123,0.3096926212310791
tbpb_benzaldehyde,cat_order_1,3.6980903148651123,0.7396180629730225,0.8688205480575562
tbpb_benzaldehyde,Ea1_over_R,2135.4607543945312,-711.8202514648438,3.6725642681121826
tbpb_benzaldehyde,Ea1_over_R,2491.370880126953,-355.9101257324219,1.1094807386398315
tbpb_benzaldehyde,Ea1_over_R,2847.281005859375,0.0,0.11205492168664932
tbpb_benzaldehyde,Ea1_over_R,3203.191131591797,355.9101257324219,1.0892176628112793
tbpb_benzaldehyde,Ea1_over_R,3559.1012573242188,711.8202514648438,3.4269187450408936
tbpb_benzaldehyde,order_benzaldehyde,2.0792221426963806,-0.6930740475654602,0.25298887491226196
tbpb_benzaldehyde,order_benzaldehyde,2.4257591664791107,-0.3465370237827301,0.14586623013019562
tbpb_benzaldehyde,order_benzaldehyde,2.772296190261841,0.0,0.11205492168664932
tbpb_benzaldehyde,order_benzaldehyde,3.118833214044571,0.3465370237827301,0.14255836606025696
tbpb_benzaldehyde,order_benzaldehyde,3.465370237827301,0.6930740475654602,0.2270910143852234
tbpb_benzaldehyde,order_TBHP,1.5155033469200134,-0.5051677823066711,0.309251070022583
tbpb_benzaldehyde,order_TBHP,1.768087238073349,-0.25258389115333557,0.15937718749046326
tbpb_benzaldehyde,order_TBHP,2.0206711292266846,0.0,0.11205492168664932
tbpb_benzaldehyde,order_TBHP,2.27325502038002,0.25258389115333557,0.15448296070098877
tbpb_benzaldehyde,order_TBHP,2.5258389115333557,0.5051677823066711,0.27087995409965515
